kiscourseid,ukprn,url,coursetitle,modules,a_level_reqs,a_level_grades,ib_reqs,ib_grades,overview_text
UFBMECSING22,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/engineering-foundation-year,Engineering Foundation Year,"
 Engineering Projects and Skills , , 
 Applied Science and Experimentation , , 
 Mathematics for Engineering , , ",,,"Points100
Accepted QualificationsAny combination of the qualifications listed below, with no specific subject requirements. Unless you meet Group Two of the non-academic entry requirements, you should have studied for these qualifications at a UK state school:

A levels
International Baccalaureate Diploma
Access to HE Diploma – preferably related to an engineering discipline
BTEC Level 3 Extended Diploma – preferably related to an engineering discipline
Scottish Advanced Highers
Cambridge Pre-U Principal Subjects
T Levels

Other Level 3 qualifications that confer UCAS points may still be considered but could be less competitive. You can contact the Engineering Foundation Year team to see how these will be assessed.
You will not be eligible if you have completed a Level 4 qualification or higher (for example, a Higher National Certificate) or more than one year of an undergraduate degree.
GCSEsCurrently, the GCSE entry requirements are C or 4 in both GCSE English Language and Mathematics. 
NotesMature and forced migrant applicants only: Please note that we also consider qualifications not listed above, and the work experience of mature applicants, on a case-by-case basis.  If you do not have the qualifications listed above, please contact us at efy@ucl.ac.uk before submitting your application, providing the full title of your qualifications, the country in which you studied, and the grade(s) you achieved to seek guidance about your suitability for the programme. However, please bear in mind that we cannot always confirm your academic eligibility before we have reviewed your application.
The Engineering Foundation Year is intended for students who would not otherwise be able to study at UCL. If your predicted or actual grades would make you eligible for direct entry to Year 1 of the direct entry programme, including through the Access UCL Scheme, we will not consider your application and may transfer it for consideration to the direct entry programme.
If you are admitted to the Engineering Foundation Year and subsequently achieve grades that would have been sufficient for the direct entry programme, this will not mean you can transfer to Year 1 of the direct entry programme instead of taking the Engineering Foundation Year.




Eligibility for UK/home fee statusApplicants to the Engineering Foundation Year must be eligible to pay UK fees as determined by UCL Admissions.  This particular programme is part of UCL’s commitment to increase diversity in the student cohort, aiming to address discrepancies in the take-up of higher education opportunities between different underrepresented groups of UK students. If you are not eligible for UK fees you may wish to consider UCL's International Foundation Year.UCL reserves the right to determine this at any point in the application process, and if determined to be overseas, the application will no longer be considered.
Important:UCL Admissions review and where necessary update definitions to the below criteria annually. Applications for 2026 entry will be assessed based on the review due in September 2025. Once this review has taken place, this notice (and if necessary, the definitions) will be updated. You must meet one of the criteria in either Group One or Group Two.
Group One
In addition to meeting one of the following criteria, you must also have studied the qualifications to meet the academic entry requirements for this programme at a UK State School.
Postcode eligibilityApplicants who live in an area that has a high level of financial, social or economic deprivation, or low participation in higher education.
UCL use the Index of Multiple of Deprivation to identify levels of financial, social or economic deprivation, and TUNDRA to measure participation rates.
Eligibility for free school mealsEngland: Applicants who were known to be eligible for free school meals at the end of Key Stage 4 (Year 11) and/or six years prior to this point.
Northern Ireland: Applicants who were known to be eligible for free school meals in the six years prior to Year 12.
Wales: Applicants who were known to be eligible for free school meals between the start of Year 11 and the January five years prior to this.
EstrangedUCL’s definition of estrangement is that you must be permanently estranged from both parents with no support from, or contact with, either parent for at least a year. This does not apply to single-parent families, where you are still in contact with one parent. You must be under 25 on your first day at UCL.
Note: If you have been in local authority care, you may be considered ‘care experienced’ rather than ‘estranged’.
Educational gapApplicants who have experienced an educational gap of more than one year (e.g. leaving school at 16 but returning to complete a Level 3 qualification after several years in work). Deferred or ‘gap’ years between school and university are not considered under this criterion.
Group Two
You must meet one of the following criteria:
Care experiencedWe define someone as care experienced if they have 1) studied at a UK school for their Level 3 qualifications and 2) been looked after by a local authority or been in kinship care as a formal agreement with the local authority, for three months (at least 84 days) in their life. The months do not need to be consecutive. You must be under 25 on your first day at UCL.
Forced migrantWe use the term 'forced migrant' to mean one of the following:

Refugee
Asylum seeker
Those who have been granted a temporary form of leave as the result of an asylum or human rights application (e.g. limited leave to remain, discretionary leave to remain, humanitarian protection, UASC leave).

We will assess applications from forced migrants on a case-by-case basis.
Mature studentThose who are 21 or older on the day they start their first undergraduate degree.
We will assess applications from mature students on a case-by-case basis, taking into account your work experience. 


",26,"





 









 




"
UBAMEDUCCM20,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/media-ba,Media BA,"
 Introduction to Creative Media Practice - Making the Media I , , 
                                Introduction to Creative Economy and Industries                              , , 
                                Introduction to Media Theory and Analysis                              , , 
 Digital Cultures and Society - Researching the Media I , , 
 Short Fiction Films - Making the Media II , , 
 Designing Games and Interactive Experiences - Making the Media II , , 
                                Creative Media Lab                              , , ","Grades
AAB
Subjects
An Arts and Humanities subject or Computer Science preferred.
GCSEs
English Language and Mathematics at grade C or 4.

",AAB,"Points
36
Subjects
A total of 17 points in three higher level subjects, with no higher level score below 5.

",36,"In a world increasingly shaped by digital media and creative artificial intelligence, Media BA empowers students to become innovators who shape the future of the creative industries and creative economy. With the rapid transformation of the creative industries, there is a pressing need for professionals who can blend technical creative production and creative exploration with critical thinking - skills which are at the heart of our programme. We aim to prepare students to meet the challenges of a rapidly changing digital world by combining technical production with a deep understanding of cultural, ethical and social issues. "
UBSMEDSIAE18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/medical-innovation-and-enterprise-bsc,Medical Innovation and Enterprise BSc,"
 Foundations in Human Physiology and Cellular Biology , , 
 Cardiovascular and Respiratory Function in Health and Disease , , 
 The Gut, Liver and Drug Metabolism , , 
 Kidneys, Hormones and Fluid Balance , , 
 Infection, Inflammation and Repair , , 
 Data Interpretation and Evaluation of Science , , 
 Musculoskeletal Systems in Health and Disease , , 
 Medical Innovation and Enterprise I , , ","Grades
AAA
Subjects
Biology and either Chemistry, Mathematics or Physics required.
GCSEs
English Language and Mathematics at grade B or 6.

",AAA,"Points
38
Subjects
A total of 18 points in three higher level subjects including 6 in Biology and either Mathematics, Physics or Chemistry, with no higher level score below 5. For Mathematics, the programme will accept either 'Analysis and Approaches' or 'Applications and Interpretation' at higher level.

",38,"





 




"
UMSMEDSIAE18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/medical-innovation-and-enterprise-msci,Medical Innovation and Enterprise MSci,"
 Medical Innovation and Enterprise I , , 
 Foundations in Human Physiology and Cellular Biology , , 
 Cardiovascular and Respiratory Function in Health and Disease , , 
 The Gut, Liver and Drug Metabolism , , 
 Musculoskeletal Systems in Health and Disease , , 
 Kidneys, Hormones and Fluid Balance , , 
 Infection, Inflammation and Repair , , 
 Data Interpretation and Evaluation of Science , , ","Grades
AAA
Subjects
Biology and either Chemistry, Mathematics or Physics required.
GCSEs
English Language and Mathematics at grade B or 6.

",AAA,"Points
38
Subjects
A total of 18 points in three higher level subjects including 6 in Biology and either Mathematics, Physics or Chemistry, with no higher level score below 5. For Mathematics, the programme will accept either 'Analysis and Approaches' or 'Applications and Interpretation' at higher level.

",38,"





 




"
UMSMPHSING18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/medical-physics-msci,Medical Physics MSci,"
 Atoms, Stars and the Universe , , 
 Introduction to Medical Imaging , , 
 Practical Physics and Computing for Medical Physics 1 , , 
 Mathematical Methods 1 , , 
 Waves, Optics and Acoustics , , 
 Thermal Physics and the Properties of Matter , , 
 Mathematical Methods II , , 
 Classical Mechanics , , 
 Developing Effective Communication 1 , , ","Grades
A*AA
Subjects
Mathematics and Physics required. A* must be in one of the required subjects. Biology, Chemistry and Further Mathematics preferred.
GCSEs
English Language and Mathematics at grade C or 4.

",A*AA,"Points
39
Subjects
A total of 19 points in three higher level subjects including Mathematics and Physics, with no higher level score below 5. Higher Level 7, 6 required in Mathematics and Physics in any order. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level. Economics preferred as third higher level subject, but not essential.

",39,"





 




"
UBMMEDSING01,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/medicine-mbbs-bsc,Medicine MBBS BSc,"
 Infection and Defence , , 
 Applied Knowledge Test , , 
 Clinical and Professional Skills Assessment , , 
 Foundations of Health and Medical Practice , , 
 Circulation and Breathing , , 
 Fluids, Nutrition and Metabolism , , 
 Introduction to Fundamentals of Clinical Science 1 , , 
 Consolidation, Integration and Feedback Week A , , 
 Consolidation, Integration and Feedback Week B , , 
 Consolidation, Integration and Feedback Week C , ","Grades
A*AA
Subjects
Biology and Chemistry required with either at grade A*.
GCSEs
English Language and Mathematics at grade B or 6.

",A*AA,"Points
39
Subjects
A total of 19 points in three higher level subjects including 6 and 7 in Biology and Chemistry, in either order. No higher level score below 5.

",39,"





 









 




"
UMSNATSING18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/msci-natural-sciences,Find your course,,,,,,
UBSNATSING18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/natural-sciences-bsc,Natural Sciences BSc,"In the first term you will select three foundation modules from the following six areas, serve as an introduction to the subject areas of the streams that are offered.  You will make your selection according to your background qualifications and scientific interests:, Biological and Life Sciences; Chemistry; Earth Sciences; Physics and Astronomy; Statistics; Science and Technology Studies, You also will take an appropriate module in mathematics, tailored to your background and foundation module choices. , Core streams, You will then choose two streams, to be studied from the first year second term onwards, subject to the allowed stream combinations. , The programme offers streams in the following areas, Astrophysics; Biomedical Sciences; Genetics and Environment; Geoscience; History, Philosophy and Social Studies of Science; Inorganic and Materials Chemistry; Mathematics and Statistics*; Medical Physics; Molecular and Cell Biology; Organic Chemistry; Neuroscience and Psychology; Physical Chemistry; Physics, * May only be pursued as a minor stream after year two, Information on the available streams, allowed stream combinations and stream-specific entry requirements can be found on the Natural Sciences website. ","Grades
A*AA
Subjects
Mathematics and at least one of Biology, Chemistry and Physics required. Biology, Chemistry or Physics preferred as third subject.

Please note: certain streams may have prerequisites of particular grades and/or subjects at A level or equivalent; further details can be found on the Natural Sciences website.
GCSEs
English Language and Mathematics at grade C or 4.

",A*AA,"Points
39
Subjects
A total of 19 points in three higher level subjects including grade 6 in Mathematics and at least one of Biology, Chemistry and Physics, with no higher level score below 5. For Mathematics, the programme will accept either 'Analysis and Approaches' or 'Applications and Interpretation' at higher level. Biology, Chemistry and Physics preferred as third subject.

",39,"The vision behind the Natural Sciences Programmes is to offer distinctive cross-disciplinary subject combinations that would not be available within any single department, by exploiting a vast range or existing scientific learning opportunities. "
UBSANASNEU18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/neuroscience-bsc,Neuroscience BSc,"
 Chemistry for Biology Students , , 
 Biochemistry and Molecular Biology , , 
 Introduction to Genetics , , 
 Cells and Development , , 
 Introduction to Neuroscience , , 
 Foundations of Neurobiology , , 
 Introductory Mammalian Physiology , , ","Grades
AAA
Subjects
Chemistry required plus one from Biology, Life and Health Sciences, Mathematics or Physics.
GCSEs
English Language and Mathematics at grade B or 6.

",AAA,"Points
38
Subjects
A total of 18 points in three higher level subjects including Chemistry and one subject from Biology, Mathematics or Physics, with no higher level score below 5. For Mathematics, the programme will accept either 'Analysis and Approaches' or 'Applications and Interpretation' at higher level.

",38,"As an undergraduate neuroscientist at UCL, you’ll study in the UCL research department of Neuroscience, Physiology and Pharmacology (NPP) – a pioneering university department embedded in a wider research community responsible for multiple Nobel Prize-winning discoveries that have shaped our understanding of the brain. "
UMSANASNEU18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/neuroscience-msci,Neuroscience MSci,"
 Chemistry for Biology Students , , 
 Biochemistry and Molecular Biology , , 
 Introduction to Genetics , , 
 Cells and Development , , 
 Introduction to Neuroscience , , 
 Foundations of Neurobiology , , 
 Introductory Mammalian Physiology , , ","Grades
AAA
Subjects
Chemistry required plus one from Biology, Life and Health Sciences, Mathematics or Physics.
GCSEs
English Language and Mathematics at grade B or 6.

",AAA,"Points
38
Subjects
A total of 18 points in three higher level subjects including Chemistry and one subject from Biology, Mathematics or Physics, with no higher level score below 5. For Mathematics, the programme will accept either 'Analysis and Approaches' or 'Applications and Interpretation' at higher level.

",38,"As an undergraduate neuroscientist at UCL, you’ll study in the UCL research department of Neuroscience, Physiology and Pharmacology (NPP) – a pioneering university department embedded in a wider research community responsible for multiple Nobel Prize-winning discoveries that have shaped our understanding of the brain. "
UBANORAPOL18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/norwegian-and-polish-ba,Norwegian and Polish BA,"In each year of study at UCL, you will take compulsory Norwegian language modules, normally up to the value of 30 credits.   You will take 30 credits of compulsory Polish language in each year of study, accompanied by credits in literature/culture.  , Optional modules, Optional modules include culture, literature, film, history and linguistics and may be language specific or interdisciplinary in focus.   These are selected across SELCS and SSEES. , Further details on modules is available at:
 SELCS: https://www. ucl. ac. uk/european-languages-culture/programmes-courses/modules-and-timetable/undergraduate-modules, Guidance and resources on SSEES modules and programme structure can be found in the SSEES handbook.  ","Grades
ABB
Subjects
A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.
GCSEs
English Language at grade B or 6 and Mathematics at grade C or 4.

",ABB,"Points
34
Subjects
A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5.

",34,"





 









 




"
UBANORAPOR18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/norwegian-and-portuguese-ba,Norwegian and Portuguese BA,"You will take 30 credits of compulsory Norwegian language modules in each year of study, accompanied by credits in literature/culture.  In each year of study at UCL, you will take compulsory Portuguese language modules, normally up to the value of 30 credits.  , Optional modules, Optional modules include culture, literature, film, history and linguistics and may be language specific or interdisciplinary in focus.  Further details are available on the SELCS undergraduate modules page.  ","Grades
ABB
Subjects
A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.
GCSEs
English Language at grade B or 6 and Mathematics at grade C or 4.

",ABB,"Points
34
Subjects
A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5.

",34,"Over recent decades our world has become more interdependent and, with these deeper connections, comes an enhanced need for enlightened citizenship. Our degree in Norwegian and Portuguese offers expert teaching and learning in both language acquisition and intercultural contexts that will equip students to thrive in today’s global society. Over the four years, you will deepen your knowledge of the Norwegian and Portuguese languages while also developing valuable skills in cultural literacy and critical thinking. "
UBANORAROM18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/norwegian-and-romanian-ba,Norwegian and Romanian BA,"In each year of study at UCL, you will take compulsory Norwegian language modules, normally up to the value of 30 credits.   You will take 30 credits of compulsory Romanian language in each year of study, accompanied by credits in literature/culture.  , Optional modules, Optional modules include culture, literature, film, history and linguistics and may be language specific or interdisciplinary in focus.   These are selected across SELCS and SSEES. , Further details on modules is available at:
 SELCS: https://www. ucl. ac. uk/european-languages-culture/programmes-courses/modules-and-timetable/undergraduate-modules, Guidance and resources on SSEES modules and programme structure can be found in the SSEES handbook.  ","Grades
ABB
Subjects
A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.
GCSEs
English Language at grade B or 6 and Mathematics at grade C or 4.

",ABB,"Points
34
Subjects
A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5.

",34,"





 









 




"
UBANORARUS18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/norwegian-and-russian-ba,Norwegian and Russian BA,"In each year of study at UCL, you will take compulsory Norwegian language modules, normally up to the value of 30 credits.   You will take 30 credits of compulsory Russian language in each year of study, accompanied by credits in literature/culture.  , Optional modules, Optional modules include culture, literature and cinema across SSEES and SELCS as well as a choice of interdepartmental modules , Guidance and resources on SSEES modules and programme structure can be found in the SSEES handbook.  , Further details on modules and timetables are available on our website.  ","Grades
ABB
Subjects
A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.
GCSEs
English Language at grade B or 6 and Mathematics at grade C or 4.

",ABB,"Points
34
Subjects
A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5.

",34,"





 




"
UBANORASRB18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/norwegian-and-serbian-croatian-ba,Norwegian and Serbian/Croatian BA,"In each year of study at UCL, you will take compulsory Norwegian language modules, normally up to the value of 30 credits.   You will take 30 credits of compulsory Serbian/Croatian language in each year of study, accompanied by credits in literature/culture.  , Optional modules, Optional modules include culture, literature, film, history and linguistics and may be language specific or interdisciplinary in focus.   These are selected across SELCS and SSEES. , Further details on modules is available at:
 SELCS: https://www. ucl. ac. uk/european-languages-culture/programmes-courses/modules-and-timetable/undergraduate-modules, Guidance and resources on SSEES modules and programme structure can be found in the SSEES handbook.  ","Grades
ABB
Subjects
A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.
GCSEs
English Language at grade B or 6 and Mathematics at grade C or 4.

",ABB,"Points
34
Subjects
A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5.

",34,"





 




"
UBANORASPA18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/norwegian-and-spanish-ba,Norwegian and Spanish BA,"In each year of study at UCL, you will take compulsory Norwegian language modules, normally up to the value of 30 credits.   You will take 30 credits of compulsory Spanish language modules in each year of study, accompanied by credits in literature and culture. , Optional modules, Optional modules include culture, literature, film, history and linguistics and may be language specific or interdisciplinary in focus. , Further details are available on the SELCS undergraduate modules page.  ","Grades
ABB
Subjects
Spanish required at grade A.
GCSEs
English Language at grade B or 6 and Mathematics at grade C or 4.

",ABB,"Points
34
Subjects
A total of 16 points in three higher level subjects including Spanish at grade 6, with no higher level score below 5.

",34,"Over recent decades our world has become more interdependent and, with these deeper connections, comes an enhanced need for enlightened citizenship; our degree in Norwegian and Spanish offers expert teaching and learning in both language acquisition and intercultural contexts that will equip students to thrive in today’s global society. Over the four years, you will deepen your knowledge of the Norwegian and Spanish languages, while also developing valuable skills in cultural literacy and critical thinking. "
UBANORAUKR18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/norwegian-and-ukrainian-ba,Norwegian and Ukrainian BA,"In each year of study at UCL, you will take compulsory Norwegian language modules, normally up to the value of 30 credits.   You will take 30 credits of compulsory Ukrainian language in each year of study, accompanied by credits in literature/culture.  , Optional modules, Optional modules include culture, literature, film, history and linguistics and may be language specific or interdisciplinary in focus.   These are selected across SELCS and SSEES. , Further details on modules is available at:
 SELCS: https://www. ucl. ac. uk/european-languages-culture/programmes-courses/modules-and-timetable/undergraduate-modules, Guidance and resources on SSEES modules and programme structure can be found in the SSEES handbook.  ","Grades
ABB
Subjects
A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.
GCSEs
English Language at grade B or 6 and Mathematics at grade C or 4.

",ABB,"Points
34
Subjects
A total of 16 in three higher level subjects to include a foreign language, with no higher level score below 5.

",34,"





 




"
UBANORAYID18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/norwegian-and-yiddish-ba,Norwegian and Yiddish BA,"You will take 30 credits of compulsory Norwegian language in each year of study, accompanied by credits in literature/culture.   , You will take 30 credits of compulsory Yiddish language in each year of study.   In addition, in Year 1 you will take an introductory course in Hebrew and Jewish Studies called Kita Alef: Introduction to Jewish Studies. , Optional modules, Optional modules include culture, literature and cinema across SSEES and SELCS as well as a choice of interdepartmental modules.   , Guidance and resources on SSEES modules and programme structure can be found in the SSEES handbook.   , Optional modules include courses in aspects of Jewish history, culture, and literature, as well as Jewish languages such as Biblical Hebrew, Yiddish, and Aramaic. ","Grades
ABB
Subjects
A level or equivalent in a foreign language required (not necessarily one of the named languages). Applicants seeking to study two languages at beginner level should seek advice from the departments concerned.
GCSEs
English Language at grade B or 6 and Mathematics at grade C or 4.

",ABB,"Points
34
Subjects
A total of 16 in three higher level subjects to include Norwegian or Yiddish with no higher level score below 5

",34,"Over recent decades, our world has become more interdependent and with these deeper connections comes an enhanced need for enlightened citizenship. Our Norwegian and Yiddish degree offers expert teaching and learning in both language acquisition and intercultural contexts that will equip students to thrive in today’s global society. "
UBSNMSSING18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/nutrition-and-medical-sciences-bsc,Nutrition and Medical Sciences BSc,"
 Kidneys, Hormones and Fluid Balance , , 
 Foundations in Human Physiology and Cellular Biology , , 
 Cardiovascular and Respiratory Function in Health and Disease , , 
 The Gut, Liver and Drug Metabolism , , 
 Infection, Inflammation and Repair , , 
 Data Interpretation and Evaluation of Science , , 
 Musculoskeletal Systems in Health and Disease , , 
 Nutrition and Metabolism 1 , , ","Grades
AAA
Subjects
Biology at grade A and either Chemistry, Mathematics or Physics required.
GCSEs
English Language and Mathematics at grade B or 6.

",AAA,"Points
38
Subjects
A total of 18 points in three higher level subjects including 6 in Biology and either Mathematics, Physics or Chemistry, with no higher level score below 5. For Mathematics, the programme will accept either 'Analysis and Approaches' or 'Applications and Interpretation' at higher level.

",38,"Good nutrition is the basis of a healthy life and the avoidance of illness. Study our Nutrition and Medical Sciences BSc to learn how nutrition relates to personal diet, lifestyle, and modern patterns of disease. "
UBSPHASING18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/pharmacology-bsc,Pharmacology BSc,"
 Biochemistry and Molecular Biology , , 
 Mammalian Physiology , , 
 Cells and Development , , 
 Chemistry for Biologists , , 
 An Introduction to the Mechanisms of Drug Action , , ","Grades
AAB
Subjects
Chemistry required plus one from Biology, Life and Health Sciences, Mathematics or Physics.
GCSEs
English Language and Mathematics at grade B or 6.

",AAB,"Points
36
Subjects
A total of 17 points in three higher level subjects including Chemistry and one subject from Biology, Mathematics or Physics, with no higher level score below 5. For Mathematics, the programme will accept either 'Analysis and Approaches' or 'Applications and Interpretation' at higher level.

",36,"Embark on your exploration of the fascinating world of drug action. Discover how molecular breakthroughs lead to new medicines, how existing drugs can have innovative new uses, and the importance of challenges like side effects and addiction. "
UMSPHASING18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/pharmacology-msci,Pharmacology MSci,"
 An Introduction to the Mechanisms of Drug Action , , 
 Biochemistry and Molecular Biology , , 
 Cells and Development , , 
 Chemistry for Biologists , , 
 Mammalian Physiology , , ","Grades
AAB
Subjects
Chemistry required plus one from Biology, Life and Health Sciences, Mathematics or Physics.
GCSEs
English Language and Mathematics at grade B or 6.

",AAB,"Points
36
Subjects
A total of 17 points in three higher level subjects including Chemistry and one subject from Biology, Mathematics or Physics, with no higher level score below 5. For Mathematics, the programme will accept either 'Analysis and Approaches' or 'Applications and Interpretation' at higher level.

",36,"Begin your journey into the fascinating world of drug action. Discover how molecular breakthroughs lead to new medicines, how existing drugs can have innovative new uses, and the importance of challenges like side effects and addiction. "
UMPPHMSING01,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/pharmacy-mpharm,Pharmacy MPharm,"
 Role of the Pharmacist in Health Care , , 
 Chemistry of Medicines , , 
 Body Systems and Therapeutics 1: Underpinning Principles of Cell and System Function and Drug Action , , 
 Making Safe and Effective Medicines , , 
 Clinical Professional and Scientific Skills 1 , , ","Grades
AAB
Subjects
Chemistry and either Biology, Mathematics or Physics required.
GCSEs
English Language and Mathematics at grade B or 6.

",AAB,"Points
36
Subjects
A total of 17 points in three higher level subjects including Chemistry and one subject from Biology, Mathematics or Physics, with no higher level score below 5. For Mathematics, the programme will accept either 'Analysis and Approaches' or 'Applications and Interpretation' at higher level.

",36,"As experts in medicine with a detailed understanding of the scientific basis of therapy, pharmacists play a vital role at the forefront of healthcare delivery. "
UMPPHMSREG01,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/pharmacy-integrated-pre-registration-training-mpharm,Find your course,,,,,,
UBAPHISING18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/philosophy-ba,Philosophy BA,"
 Ancient Greek Philosophy , , 
 Early Modern Philosophy , , 
 Knowledge and Reality , , 
 Introduction to Logic 2 , , 
 Introduction to Logic 1 , , 
 Introduction to Moral Philosophy , , 
 Introduction to Political Philosophy , , 
 Philosophical Study Skills: Reading, Understanding and Essay Writing , , ","Grades
AAA
Subjects
No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.
GCSEs
English Language at grade B or 6 and Mathematics at grade C or 4.

",AAA,"Points
38
Subjects
A total of 18 points in three higher level subjects, with no higher level score below 5.

",38,"The first year provides a foundation for your studies in Years 2 and 3. Lectures will introduce you to political philosophy (questions about the state, liberty and justice), moral philosophy (about the definition of right action, moral motivation, the metaphysics of moral judgements), epistemology (about knowledge and belief), metaphysics (about the nature of things, reality, personal identity, free will), and introductory logic, which models principles of sound reasoning. All of these are compulsory for single-subject students. "
UBAPHIACOM18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/philosophy-and-computer-science-ba,Philosophy and Computer Science BA,"
 Knowledge and Reality , , 
 Introduction to Political Philosophy , , 
 Algorithms , , 
 Discrete Mathematics for Computer Scientists , , 
 Principles of Programming , , 
 Introduction to Philosophy of Computer Science , , 
 Theory of Computation , , ","Grades
A*AA
Subjects
Mathematics A* required.
GCSEs
English Language at grade B or 6 and Mathematics at grade C or 4.

",A*AA,"Points
39
Subjects
A total of 19 points in three higher level subjects including Mathematics grade 7, with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level.

",39,"





 




"
UBAPHIAECO18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/philosophy-and-economics-ba,Philosophy and Economics BA,"
 Economics , , 
 Introduction to Mathematics for Economics , , ","Grades
A*AA
Subjects
Mathematics A* required.
GCSEs
English Language at grade B or 6 and Mathematics at grade C or 4.

",A*AA,"Points
39
Subjects
A total of 19 points in three higher level subjects including Mathematics grade 7, with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level.

",39,"The first year includes several introductory modules in philosophy, which provide a foundation for later studies. In your second and third years, the programme provides the opportunity to cover political philosophy, examining questions about the state, liberty and laws; moral philosophy, questioning distinctions of right and wrong, and our motivation for choosing between the two; epistemology, which investigates the nature of knowledge and belief; metaphysics, which attempts to grasp the nature of things; and logic, which imparts principles of sound reasoning. "
UBAPHIAHAR18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/philosophy-and-history-art-ba,Philosophy and History of Art BA,"
 History of Art and its Objects , , 
 First-Year History of Art Survey (2): c.  1600 to the Contemporary , , 
 First-Year History of Art Survey (1): Premodernity to c.  1600 , , ","Grades
AAA
Subjects
No specific subjects. At least two A level subjects should be taken from UCL's list of preferred A level subjects.
GCSEs
English Language at grade B or 6 and Mathematics at grade C or 4.

",AAA,"Points
38
Subjects
A total of 18 points in three higher level subjects, with no higher level score below 5.

",38,"On the Philosophy side, the programme provides the opportunity to cover political philosophy, examining questions about the state, liberty and laws; moral philosophy, questioning distinctions of right and wrong, and our motivation for choosing between the two; epistemology, which investigates the nature of knowledge and belief; metaphysics, which attempts to grasp the nature of things; and logic, which imparts principles of sound reasoning. "
UBSPPESING18,10007784,https://www.ucl.ac.uk/prospective-students/undergraduate/degrees/philosophy-politics-and-economics-bsc,"Philosophy, Politics and Economics BSc","
 Economics , , 
 Introduction to Political Philosophy , , 
 Introduction to Politics , , 
 Introduction to Quantitative Research Methods , , ","Grades
A*AA
Subjects
A* in Mathematics required.
GCSEs
English Language at grade B or 6 and Mathematics at grade C or 4.

",A*AA,"Points
39
Subjects
A total of 19 points in three higher level subjects including 7 in Mathematics, with no higher level score below 5. The programme will accept either 'Mathematics: Analysis and Approaches' or 'Mathematics: Applications and Interpretation' at higher level.

",39,"





 




"
